title,price_current,price_original,discount_percent,discount_source,has_coupon,is_limited_time_deal,url,product_dimensions
UPF 50+ Men's Sun Hat Wide Brim Bucket Hat UV Protection Hat for Mens Womens Beach Safari Gardening Golf Fishing,13.49,,,,False,True,"https://www.amazon.com/Home-Prefer-Bucket-Windproof-Fishing/dp/B07SN27YVF/ref=sxin_16_pa_sp_search_thematic_sspa?content-id=amzn1.sym.ce3d9a30-5a3e-4a02-8911-43a562e67406:amzn1.sym.ce3d9a30-5a3e-4a02-8911-43a562e67406&crid=3UD0HZDEGZ2PT&cv_ct_cx=hats&keywords=hats&pd_rd_i=B07SN27YVF&pd_rd_r=b0b53c85-1ab9-41e2-9fac-952b3e1d5f46&pd_rd_w=j2tfZ&pd_rd_wg=9aFkd&pf_rd_p=ce3d9a30-5a3e-4a02-8911-43a562e67406&pf_rd_r=1T5873KKW5NJXNA8RH6C&qid=1759276708&sbo=RZvfv//HxDF+O5021pAnSA==&sprefix=ha,aps,230&sr=1-4-e0eb5ce7-1b7f-43d1-bb30-9958efc37ad7-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&psc=1",
Reflective Folding Outdoor Hat Unstructured Design UPF 50+ Sun Protection Sport Hats for Womens and Mens,12.99,,,,False,False,"https://www.amazon.com/GADIEMKENSD-Adjustable-Reflective-Performance-Lightweight/dp/B0BMFYS141/ref=sxin_16_pa_sp_search_thematic_sspa?content-id=amzn1.sym.ce3d9a30-5a3e-4a02-8911-43a562e67406:amzn1.sym.ce3d9a30-5a3e-4a02-8911-43a562e67406&crid=3UD0HZDEGZ2PT&cv_ct_cx=hats&keywords=hats&pd_rd_i=B0BMFYS141&pd_rd_r=b0b53c85-1ab9-41e2-9fac-952b3e1d5f46&pd_rd_w=j2tfZ&pd_rd_wg=9aFkd&pf_rd_p=ce3d9a30-5a3e-4a02-8911-43a562e67406&pf_rd_r=1T5873KKW5NJXNA8RH6C&qid=1759276708&sbo=RZvfv//HxDF+O5021pAnSA==&sprefix=ha,aps,230&sr=1-5-e0eb5ce7-1b7f-43d1-bb30-9958efc37ad7-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&psc=1",
Men's Golf Cap,26.71,,,,False,False,https://www.amazon.com/Nike-Golf-Dri-Fit-Swoosh-Front/dp/B00CBMSNW2/ref=sr_1_8?crid=3UD0HZDEGZ2PT&dib=eyJ2IjoiMSJ9.rsRuWNAZIB5bJy_6apC1D9w8GVqAJ9TetzuQVaYrdGxRpYfEX2q__cT3x02aZFhXWIjPAUUVfrLxdpUcTZNh-2NFOdWa55d860FdAeQYkbO3U623ZVoeyq_65dpvZm51wyOra0XRrU-MV5pJoCUi3taKsvP47q1PqQb2rnWYvYm7jRz5WOUnIGzB8rz8EehRq4nyu_4GVBI2CS41EJl5GAb8dhme8mYwDL0h6DZ1eZ3xg8jYNzurCJrnzXfq1FUlZlaG1N52_8PKAFRmS9iYtrUI6nAJtagnhlVZRzGp_ck.ZfdmHyvs1zAd38CngtgCYcgwR0HBJ4RoOgwDi4YuL5c&dib_tag=se&keywords=hats&qid=1759276708&sprefix=ha%2Caps%2C230&sr=8-8,
47 Atlanta Braves Ballpark Clean Up Dad Hat Baseball Cap,37.9,,,,False,False,https://www.amazon.com/47-York-Yankees-Clean-Baseball/dp/B0754CB1W7/ref=sr_1_9?crid=3UD0HZDEGZ2PT&dib=eyJ2IjoiMSJ9.rsRuWNAZIB5bJy_6apC1D9w8GVqAJ9TetzuQVaYrdGxRpYfEX2q__cT3x02aZFhXWIjPAUUVfrLxdpUcTZNh-2NFOdWa55d860FdAeQYkbO3U623ZVoeyq_65dpvZm51wyOra0XRrU-MV5pJoCUi3taKsvP47q1PqQb2rnWYvYm7jRz5WOUnIGzB8rz8EehRq4nyu_4GVBI2CS41EJl5GAb8dhme8mYwDL0h6DZ1eZ3xg8jYNzurCJrnzXfq1FUlZlaG1N52_8PKAFRmS9iYtrUI6nAJtagnhlVZRzGp_ck.ZfdmHyvs1zAd38CngtgCYcgwR0HBJ4RoOgwDi4YuL5c&dib_tag=se&keywords=hats&qid=1759276708&sprefix=ha%2Caps%2C230&sr=8-9,
Authentic Fishing & Hunting Mesh Back Trucker Hat - The Ultimate Accessory for Outdoor Activies,16.24,,,,False,False,https://www.amazon.com/Authentic-Fishing-Hunting-Mesh-Trucker/dp/B0DND75M7M/ref=sr_1_10?crid=3UD0HZDEGZ2PT&dib=eyJ2IjoiMSJ9.rsRuWNAZIB5bJy_6apC1D9w8GVqAJ9TetzuQVaYrdGxRpYfEX2q__cT3x02aZFhXWIjPAUUVfrLxdpUcTZNh-2NFOdWa55d860FdAeQYkbO3U623ZVoeyq_65dpvZm51wyOra0XRrU-MV5pJoCUi3taKsvP47q1PqQb2rnWYvYm7jRz5WOUnIGzB8rz8EehRq4nyu_4GVBI2CS41EJl5GAb8dhme8mYwDL0h6DZ1eZ3xg8jYNzurCJrnzXfq1FUlZlaG1N52_8PKAFRmS9iYtrUI6nAJtagnhlVZRzGp_ck.ZfdmHyvs1zAd38CngtgCYcgwR0HBJ4RoOgwDi4YuL5c&dib_tag=se&keywords=hats&qid=1759276708&sprefix=ha%2Caps%2C230&sr=8-10,
Custom Hats Add Photos/Logo/Text to Design Your Personalized Baseball Cap for Men & Women Adjustable,,,,,False,False,"https://www.amazon.com/Personalized-Customize-Baseball-Adjustable-Trucker/dp/B0B1TL9MWZ/ref=sr_1_11_sspa?crid=3UD0HZDEGZ2PT&dib=eyJ2IjoiMSJ9.rsRuWNAZIB5bJy_6apC1D9w8GVqAJ9TetzuQVaYrdGxRpYfEX2q__cT3x02aZFhXWIjPAUUVfrLxdpUcTZNh-2NFOdWa55d860FdAeQYkbO3U623ZVoeyq_65dpvZm51wyOra0XRrU-MV5pJoCUi3taKsvP47q1PqQb2rnWYvYm7jRz5WOUnIGzB8rz8EehRq4nyu_4GVBI2CS41EJl5GAb8dhme8mYwDL0h6DZ1eZ3xg8jYNzurCJrnzXfq1FUlZlaG1N52_8PKAFRmS9iYtrUI6nAJtagnhlVZRzGp_ck.ZfdmHyvs1zAd38CngtgCYcgwR0HBJ4RoOgwDi4YuL5c&dib_tag=se&keywords=hats&qid=1759276708&sprefix=ha,aps,230&sr=8-11-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1",
Unisex Cadet Army Cap Adjustable Flat Top Cap Washed Cotton Military Hat Baseball Cap,12.99,,,,False,False,"https://www.amazon.com/YeeHeen-Unisex-Adjustable-Military-Baseball/dp/B0B52Y57MW/ref=sr_1_12_sspa?crid=3UD0HZDEGZ2PT&dib=eyJ2IjoiMSJ9.rsRuWNAZIB5bJy_6apC1D9w8GVqAJ9TetzuQVaYrdGxRpYfEX2q__cT3x02aZFhXWIjPAUUVfrLxdpUcTZNh-2NFOdWa55d860FdAeQYkbO3U623ZVoeyq_65dpvZm51wyOra0XRrU-MV5pJoCUi3taKsvP47q1PqQb2rnWYvYm7jRz5WOUnIGzB8rz8EehRq4nyu_4GVBI2CS41EJl5GAb8dhme8mYwDL0h6DZ1eZ3xg8jYNzurCJrnzXfq1FUlZlaG1N52_8PKAFRmS9iYtrUI6nAJtagnhlVZRzGp_ck.ZfdmHyvs1zAd38CngtgCYcgwR0HBJ4RoOgwDi4YuL5c&dib_tag=se&keywords=hats&qid=1759276708&sprefix=ha,aps,230&sr=8-12-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1",
Cadet Army Cap for Men Women Military Adjustable Unisex Flat Top Hat,12.95,,,,False,False,"https://www.amazon.com/Cadet-Women-Military-Adjustable-Unisex/dp/B0F1SYTYSW/ref=sr_1_13_sspa?crid=3UD0HZDEGZ2PT&dib=eyJ2IjoiMSJ9.rsRuWNAZIB5bJy_6apC1D9w8GVqAJ9TetzuQVaYrdGxRpYfEX2q__cT3x02aZFhXWIjPAUUVfrLxdpUcTZNh-2NFOdWa55d860FdAeQYkbO3U623ZVoeyq_65dpvZm51wyOra0XRrU-MV5pJoCUi3taKsvP47q1PqQb2rnWYvYm7jRz5WOUnIGzB8rz8EehRq4nyu_4GVBI2CS41EJl5GAb8dhme8mYwDL0h6DZ1eZ3xg8jYNzurCJrnzXfq1FUlZlaG1N52_8PKAFRmS9iYtrUI6nAJtagnhlVZRzGp_ck.ZfdmHyvs1zAd38CngtgCYcgwR0HBJ4RoOgwDi4YuL5c&dib_tag=se&keywords=hats&qid=1759276708&sprefix=ha,aps,230&sr=8-13-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1",
"Fashion Beanie for Men Beanies Women,Warm Winter Hats for Men Embroidery Unisex Knit Hat Skull Cap",8.99,,,,False,False,"https://www.amazon.com/CSXYZWK-Beanie-Fashion-Embroidery-Knitted/dp/B0DDP9WS3B/ref=sr_1_14_sspa?crid=3UD0HZDEGZ2PT&dib=eyJ2IjoiMSJ9.rsRuWNAZIB5bJy_6apC1D9w8GVqAJ9TetzuQVaYrdGxRpYfEX2q__cT3x02aZFhXWIjPAUUVfrLxdpUcTZNh-2NFOdWa55d860FdAeQYkbO3U623ZVoeyq_65dpvZm51wyOra0XRrU-MV5pJoCUi3taKsvP47q1PqQb2rnWYvYm7jRz5WOUnIGzB8rz8EehRq4nyu_4GVBI2CS41EJl5GAb8dhme8mYwDL0h6DZ1eZ3xg8jYNzurCJrnzXfq1FUlZlaG1N52_8PKAFRmS9iYtrUI6nAJtagnhlVZRzGp_ck.ZfdmHyvs1zAd38CngtgCYcgwR0HBJ4RoOgwDi4YuL5c&dib_tag=se&keywords=hats&qid=1759276708&sprefix=ha,aps,230&sr=8-14-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1",
American Flag Embroidery Dad Hat - Soft Washed Cotton USA Army Tactical Operator Military for Men Women,17.99,,,,False,False,https://www.amazon.com/OUTDOOR-SHAPING-American-Flag-Embroidery/dp/B0FDQ738CM/ref=sr_1_15?crid=3UD0HZDEGZ2PT&dib=eyJ2IjoiMSJ9.rsRuWNAZIB5bJy_6apC1D9w8GVqAJ9TetzuQVaYrdGxRpYfEX2q__cT3x02aZFhXWIjPAUUVfrLxdpUcTZNh-2NFOdWa55d860FdAeQYkbO3U623ZVoeyq_65dpvZm51wyOra0XRrU-MV5pJoCUi3taKsvP47q1PqQb2rnWYvYm7jRz5WOUnIGzB8rz8EehRq4nyu_4GVBI2CS41EJl5GAb8dhme8mYwDL0h6DZ1eZ3xg8jYNzurCJrnzXfq1FUlZlaG1N52_8PKAFRmS9iYtrUI6nAJtagnhlVZRzGp_ck.ZfdmHyvs1zAd38CngtgCYcgwR0HBJ4RoOgwDi4YuL5c&dib_tag=se&keywords=hats&qid=1759276708&sprefix=ha%2Caps%2C230&sr=8-15,
NBA Men's 9Fifty Snapback Cap,31.63,,,,False,False,https://www.amazon.com/New-Era-Yankees-9FIFTY-Snapback/dp/B07FDRHFWM/ref=sr_1_16?crid=3UD0HZDEGZ2PT&dib=eyJ2IjoiMSJ9.rsRuWNAZIB5bJy_6apC1D9w8GVqAJ9TetzuQVaYrdGxRpYfEX2q__cT3x02aZFhXWIjPAUUVfrLxdpUcTZNh-2NFOdWa55d860FdAeQYkbO3U623ZVoeyq_65dpvZm51wyOra0XRrU-MV5pJoCUi3taKsvP47q1PqQb2rnWYvYm7jRz5WOUnIGzB8rz8EehRq4nyu_4GVBI2CS41EJl5GAb8dhme8mYwDL0h6DZ1eZ3xg8jYNzurCJrnzXfq1FUlZlaG1N52_8PKAFRmS9iYtrUI6nAJtagnhlVZRzGp_ck.ZfdmHyvs1zAd38CngtgCYcgwR0HBJ4RoOgwDi4YuL5c&dib_tag=se&keywords=hats&qid=1759276708&sprefix=ha%2Caps%2C230&sr=8-16,
"Men's YP Classic Trucker Cap, OSFA",10.29,,,,False,False,https://www.amazon.com/Yupoong-Classics-Retro-Trucker-Black/dp/B0C4Z96RCS/ref=sr_1_17?crid=3UD0HZDEGZ2PT&dib=eyJ2IjoiMSJ9.rsRuWNAZIB5bJy_6apC1D9w8GVqAJ9TetzuQVaYrdGxRpYfEX2q__cT3x02aZFhXWIjPAUUVfrLxdpUcTZNh-2NFOdWa55d860FdAeQYkbO3U623ZVoeyq_65dpvZm51wyOra0XRrU-MV5pJoCUi3taKsvP47q1PqQb2rnWYvYm7jRz5WOUnIGzB8rz8EehRq4nyu_4GVBI2CS41EJl5GAb8dhme8mYwDL0h6DZ1eZ3xg8jYNzurCJrnzXfq1FUlZlaG1N52_8PKAFRmS9iYtrUI6nAJtagnhlVZRzGp_ck.ZfdmHyvs1zAd38CngtgCYcgwR0HBJ4RoOgwDi4YuL5c&dib_tag=se&keywords=hats&qid=1759276708&sprefix=ha%2Caps%2C230&sr=8-17,
Mens Trucker Hat Structured Mesh Baseball Cap Adjustable Classic Mens Hat,16.14,,,,False,True,https://www.amazon.com/FURTALK-Trucker-Structured-Baseball-Adjustable/dp/B0DTDQZGMK/ref=sr_1_18?crid=3UD0HZDEGZ2PT&dib=eyJ2IjoiMSJ9.rsRuWNAZIB5bJy_6apC1D9w8GVqAJ9TetzuQVaYrdGxRpYfEX2q__cT3x02aZFhXWIjPAUUVfrLxdpUcTZNh-2NFOdWa55d860FdAeQYkbO3U623ZVoeyq_65dpvZm51wyOra0XRrU-MV5pJoCUi3taKsvP47q1PqQb2rnWYvYm7jRz5WOUnIGzB8rz8EehRq4nyu_4GVBI2CS41EJl5GAb8dhme8mYwDL0h6DZ1eZ3xg8jYNzurCJrnzXfq1FUlZlaG1N52_8PKAFRmS9iYtrUI6nAJtagnhlVZRzGp_ck.ZfdmHyvs1zAd38CngtgCYcgwR0HBJ4RoOgwDi4YuL5c&dib_tag=se&keywords=hats&qid=1759276708&sprefix=ha%2Caps%2C230&sr=8-18,
"Birthday Gifts for Him Her, Unique Ideal Gifts Cap for Men Women, Vintage Hat Baseball Cap",19.99,,,,False,False,"https://www.amazon.com/Rybicag-Birthday-Gifts-Women-Vintage/dp/B0D7C4CRSW/ref=sr_1_19_sspa?crid=3UD0HZDEGZ2PT&dib=eyJ2IjoiMSJ9.rsRuWNAZIB5bJy_6apC1D9w8GVqAJ9TetzuQVaYrdGxRpYfEX2q__cT3x02aZFhXWIjPAUUVfrLxdpUcTZNh-2NFOdWa55d860FdAeQYkbO3U623ZVoeyq_65dpvZm51wyOra0XRrU-MV5pJoCUi3taKsvP47q1PqQb2rnWYvYm7jRz5WOUnIGzB8rz8EehRq4nyu_4GVBI2CS41EJl5GAb8dhme8mYwDL0h6DZ1eZ3xg8jYNzurCJrnzXfq1FUlZlaG1N52_8PKAFRmS9iYtrUI6nAJtagnhlVZRzGp_ck.ZfdmHyvs1zAd38CngtgCYcgwR0HBJ4RoOgwDi4YuL5c&dib_tag=se&keywords=hats&qid=1759276708&sprefix=ha,aps,230&sr=8-19-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1",
Custom Trucker Leather Patch Hat Laser Engraved,,,,,False,False,"https://www.amazon.com/Custom-Trucker-Leather-Patch-Engraved/dp/B09Y619V2J/ref=sr_1_20_sspa?crid=3UD0HZDEGZ2PT&dib=eyJ2IjoiMSJ9.rsRuWNAZIB5bJy_6apC1D9w8GVqAJ9TetzuQVaYrdGxRpYfEX2q__cT3x02aZFhXWIjPAUUVfrLxdpUcTZNh-2NFOdWa55d860FdAeQYkbO3U623ZVoeyq_65dpvZm51wyOra0XRrU-MV5pJoCUi3taKsvP47q1PqQb2rnWYvYm7jRz5WOUnIGzB8rz8EehRq4nyu_4GVBI2CS41EJl5GAb8dhme8mYwDL0h6DZ1eZ3xg8jYNzurCJrnzXfq1FUlZlaG1N52_8PKAFRmS9iYtrUI6nAJtagnhlVZRzGp_ck.ZfdmHyvs1zAd38CngtgCYcgwR0HBJ4RoOgwDi4YuL5c&dib_tag=se&keywords=hats&qid=1759276708&sprefix=ha,aps,230&sr=8-20-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1",
